date,avg_value
2022-04-29,10.486847222222222
2022-04-30,10.515197916666667
2022-05-01,10.581854166666666
2022-05-02,10.492597222222223
2022-05-03,10.493680555555555
2022-05-04,10.493534722222222
2022-05-05,10.441444444444445
2022-05-06,10.400784722222221
2022-05-07,10.423107638888888
2022-05-08,10.546048611111111
2022-05-09,10.522534722222222
2022-05-10,10.489583333333334
2022-05-11,10.413791666666667
2022-05-12,10.296340277777778
2022-05-13,10.233409722222222
2022-05-14,10.266993055555556
2022-05-15,10.282861111111112
2022-05-16,10.211993055555556
2022-05-17,10.237309027777778
2022-05-18,10.294291666666666
2022-05-19,10.3765
2022-05-20,10.556788194444444
2022-05-21,10.535440972222222
2022-05-22,10.6336875
2022-05-23,10.530277777777778
2022-05-24,10.736875
2022-05-25,10.881694444444445
2022-05-26,11.000715277777777
2022-05-27,11.139013888888888
2022-05-28,10.998020833333333
2022-05-29,10.882979166666667
2022-05-30,10.735194444444444
2022-05-31,10.583256944444445
2022-06-01,10.452430555555555
2022-06-02,10.582309027777777
2022-06-03,10.581701388888888
2022-06-04,10.622145833333333
2022-06-05,10.679795138888888
2022-06-06,10.994494680851064
2022-06-07,13.2645
2022-06-08,10.713205882352941
2022-06-09,10.662673611111112
2022-06-10,10.677027777777777
2022-06-11,10.65075
2022-06-12,11.077305555555556
2022-06-13,11.805409722222223
2022-06-14,12.029625
2022-06-15,12.011715277777778
2022-06-16,11.654652777777777
2022-06-17,11.54575
2022-06-18,11.432229166666668
2022-06-19,11.115993055555556
2022-06-20,10.93138888888889
2022-06-21,10.966215277777778
2022-06-22,10.991743055555556
2022-06-23,11.041409722222221
2022-06-24,11.028909722222222
2022-06-25,10.97303125
2022-06-26,10.807354166666666
2022-06-27,11.26351388888889
2022-06-28,11.34069784172662
2022-06-29,11.583496527777777
2022-06-30,11.315079646017699
2022-07-01,11.573552083333333
2022-07-02,11.485416666666667
2022-07-03,11.379916666666666
2022-07-04,11.440597222222221
2022-07-05,11.23328125
2022-07-06,11.252597222222223
2022-07-07,11.0123125
2022-07-08,10.903805555555556
2022-07-09,10.737631944444445
2022-07-10,10.753836805555556
2022-07-11,10.766361111111111
2022-07-12,10.840545138888888
2022-07-13,10.965350694444444
2022-07-14,10.928277777777778
2022-07-15,11.174138888888889
2022-07-16,11.369166666666667
2022-07-17,11.473546875
2022-07-18,11.381696428571429
2022-07-19,11.564013888888889
2022-07-20,11.710708333333333
2022-07-21,11.600322916666666
2022-07-22,11.615444444444444
2022-07-23,11.684659722222221
2022-07-24,11.563361111111112
2022-07-25,11.563291666666666
2022-07-26,11.564145833333333
2022-07-27,11.553402777777778
2022-07-28,11.507597222222222
2022-07-29,11.351034722222222
2022-07-30,11.494111111111112
2022-07-31,11.622784722222223
2022-08-01,11.556965277777778
2022-08-02,11.575145833333334
2022-08-03,11.5379375
2022-08-04,11.71428125
2022-08-05,11.507607638888889
2022-08-06,11.349090277777778
2022-08-07,11.22975
2022-08-08,11.406923611111111
2022-08-09,11.504333333333333
2022-08-10,11.494472222222223
2022-08-11,11.580527777777778
2022-08-12,11.622222222222222
2022-08-13,11.664753472222221
2022-08-14,11.631930555555556
2022-08-15,11.705805555555555
2022-08-16,11.696527777777778
2022-08-17,11.756104166666667
2022-08-18,11.826815972222223
2022-08-19,11.782465277777778
2022-08-20,11.786486111111111
2022-08-21,11.940763888888888
2022-08-22,11.81120138888889
2022-08-23,11.61329861111111
2022-08-24,11.559576388888889
2022-08-25,11.576347222222223
2022-08-26,11.722972222222221
2022-08-27,11.80023263888889
2022-08-28,11.828916666666666
2022-08-29,11.73761111111111
2022-08-30,11.68192013888889
2022-08-31,11.569392361111111
2022-09-01,11.54596875
2022-09-02,11.863006944444445
2022-09-03,12.098444444444445
2022-09-04,12.131069444444444
2022-09-05,12.344104166666666
2022-09-06,12.462729166666668
2022-09-07,12.526152777777778
2022-09-08,12.098972222222223
2022-09-09,11.971840277777778
2022-09-10,13.1309375
2022-09-11,14.018395833333333
2022-09-12,15.848409722222222
2022-09-13,16.049399305555557
2022-09-14,14.159138888888888
2022-09-15,14.248583333333332
2022-09-16,13.262291666666666
2022-09-17,13.59201388888889
2022-09-18,14.535208333333333
2022-09-19,13.751555555555555
2022-09-20,12.788541666666667
2022-09-21,12.349208333333333
2022-09-22,12.18582638888889
2022-09-23,12.13470486111111
2022-09-24,12.296756944444445
2022-09-25,12.238020833333334
2022-09-26,11.963020833333333
2022-09-27,11.850826388888889
2022-09-28,11.921465277777777
2022-09-29,12.059277777777778
2022-09-30,12.0713125
2022-10-01,11.853930555555555
2022-10-02,12.019291666666666
2022-10-03,12.129659722222222
2022-10-04,12.246972222222222
2022-10-05,12.264486111111111
2022-10-06,12.454708333333333
2022-10-07,12.679048611111112
2022-10-08,12.747152777777778
2022-10-09,12.527972222222223
2022-10-10,12.3776875
2022-10-11,12.513256944444445
2022-10-12,12.533923611111112
2022-10-13,12.391013888888889
2022-10-14,12.485430555555556
2022-10-15,12.469006944444445
2022-10-16,12.473784722222222
2022-10-17,12.214277777777777
2022-10-18,12.147097222222222
2022-10-19,12.118881944444444
2022-10-20,12.436111111111112
2022-10-21,12.739611111111111
2022-10-22,12.961125000000001
2022-10-23,13.109569444444444
2022-10-24,13.034805555555556
2022-10-25,12.967381944444444
2022-10-26,12.900881944444444
2022-10-27,12.932340277777778
2022-10-28,12.797576388888888
2022-10-29,12.82979861111111
2022-10-30,12.803138888888888
2022-10-31,12.77213888888889
2022-11-01,12.835638888888889
2022-11-02,12.959277777777778
2022-11-03,12.440381944444445
2022-11-04,12.403701388888889
2022-11-05,12.394319444444445
2022-11-06,12.482916666666666
2022-11-07,12.513826388888889
2022-11-08,13.23163028169014
2022-11-09,12.967743055555555
2022-11-10,12.8565625
2022-11-11,12.619180555555555
2022-11-12,12.754194244604317
2022-11-13,12.858958333333334
2022-11-14,12.675243055555555
2022-11-15,12.577064748201439
2022-11-16,12.589277777777777
2022-11-17,12.617236111111112
2022-11-18,12.61623611111111
2022-11-19,12.695166666666667
2022-11-20,12.707854166666667
2022-11-21,12.777354166666667
2022-11-22,12.626823529411764
2022-12-08,12.589071428571428
2022-12-09,12.480951388888888
2022-12-10,12.333719424460432
2022-12-11,12.463794964028777
2022-12-12,12.410024305555556
2022-12-13,12.464576388888888
2022-12-14,12.381708333333334
2022-12-15,12.399913669064748
2022-12-16,12.310972222222222
2022-12-17,12.515548611111111
2022-12-18,12.470788321167884
2022-12-19,12.75395864661654
2022-12-20,12.833482394366197
2022-12-21,12.879329861111112
2022-12-22,12.814205035971224
2022-12-23,12.790318518518518
2022-12-24,12.331828571428572
2022-12-25,12.479357638888889
2022-12-26,12.693472222222223
2022-12-27,12.833045138888888
2022-12-28,13.206291666666667
2022-12-29,13.389875
2022-12-30,13.194881944444445
2022-12-31,13.119590277777778
